SlideName	ScanLabel	ROILabel	SegmentLabel	SegmentDisplayName	CD10+	PanCK+	QCFlags	AOISurfaceArea	AOINucleiCount	ROICoordinateX	ROICoordinateY	RawReads	AlignedReads	DeduplicatedReads	TrimmedReads	StitchedReads	SequencingSaturation	SequencingSetID	UMIQ30	RTSQ30	GeoMxNgsPipelineVersion	LOT_Human_NGS_Whole_Transcriptome_Atlas_RNA	LOT_Dev_Commercial_Human_WTA	Type	ROIID	SegmentID	ScanWidth	ScanHeight	ScanOffsetX	ScanOffsetY	LOQ (Human NGS Whole Transcriptome Atlas RNA)	LOQ (Dev Commercial Human WTA)
hu_kidney_001	052858A2 kidney	011	Geometric Segment	052858A2 kidney | 011 | Geometric Segment	False	False		58948.49881	312	25820	20064	15544516	14704875	352975	15471036	15348811	97.59960557		0.9907	0.99	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Cortical glomerulus	a0002218-7b57-4436-89eb-9d402580cce1	4066009c-8675-4b9c-8982-230646913521	27998.55664	50030.67969	2384	7752	18.94911259	18.94911259
hu_kidney_001	052858A2 kidney	012	Geometric Segment	052858A2 kidney | 012 | Geometric Segment	False	False		70620.45425	401	22380	12822	24707607	23288175	572684	24592748	24397134	97.54088073		0.9906	0.9899	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Cortical glomerulus	09295320-a995-4ed1-a072-11be528cb4d4	d86a4cb8-df99-4971-8e3c-122341786208	27998.55664	50030.67969	2384	7752	25.71053928	25.71053928
hu_kidney_001	052858A2 kidney	013	CD10+	052858A2 kidney | 013 | CD10+	False	False		36564.32843	171	22203	15963	15360890	14475632	326124	15284919	15162801	97.74708282		0.9909	0.9901	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Cortical filtration membrane	6a1243e1-8e3f-43f7-b19d-8411905ea1bb	ed91a01e-6dd4-4ba8-bea4-4646ae1f5888	27998.55664	50030.67969	2384	7752	21.0394022	21.0394022
hu_kidney_001	052858A2 kidney	014	Geometric Segment	052858A2 kidney | 014 | Geometric Segment	False	False		63473.39959	353	22265	10657	8662618	8135526	176347	8622567	8554060	97.83238355		0.9908	0.9906	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Cortical glomerulus	112805da-c95f-4090-9317-8f8c2a04ff76	82d89cfd-e98b-49b1-884b-775403eed573	27998.55664	50030.67969	2384	7752	12.1875731	12.1875731
hu_kidney_001	052858A2 kidney	015	Geometric Segment	052858A2 kidney | 015 | Geometric Segment	False	False		61900.39414	395	20699	11488	18716848	17631067	297587	18633160	18492022	98.31214413		0.9905	0.99	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Cortical glomerulus	ad59d6a5-0508-47c3-96aa-7ab17917e70e	304907e2-9a7d-4d37-9d09-30b019912e60	27998.55664	50030.67969	2384	7752	15.86157678	15.86157678
hu_kidney_001	052858A2 kidney	016	Geometric Segment	052858A2 kidney | 016 | Geometric Segment	False	False		59838.27484	346	24683	20153	9112979	8565635	196780	9049108	8961766	97.70268054		0.9909	0.9902	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Cortical glomerulus	e9e2d34b-105d-4f63-a2e4-a8487bc091c0	17f8bdd7-6a08-4eb9-b10d-f1d914e695b4	27998.55664	50030.67969	2384	7752	13.01746771	13.01746771
hu_kidney_001	052858A2 kidney	017	CD10+	052858A2 kidney | 017 | CD10+	False	False		25097.00713	123	27087	25017	7381815	6962294	160897	7348101	7291778	97.68902319		0.9909	0.9906	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Cortical filtration membrane	913dd336-987d-434d-885a-0725b983a226	79f48567-4998-4987-bb55-a67936455220	27998.55664	50030.67969	2384	7752	10.59733897	10.59733897
hu_kidney_001	052858A2 kidney	018	Geometric Segment	052858A2 kidney | 018 | Geometric Segment	False	False		60688.36714	333	22899	42184	19140728	17357201	446059	19056333	18911536	97.43012137		0.9908	0.9904	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Cortical glomerulus	ff4ab272-4bc7-43d2-88dc-5436fba486c6	b585a807-5f8d-42f7-a7ff-0c60107a21fb	27998.55664	50030.67969	2384	7752	23.20011622	23.20011622
hu_kidney_001	052858A2 kidney	019	CD10+	052858A2 kidney | 019 | CD10+	False	False		54898.04961	315	18849	32808	19942381	18707390	417412	19852168	19696909	97.76873204		0.991	0.9903	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary filtration membrane	e80de89a-6a22-461b-8d66-f1b04b056594	6c15b5e9-7d8a-4698-8960-f202bbce8b85	27998.55664	50030.67969	2384	7752	21.91987901	21.91987901
hu_kidney_001	052858A2 kidney	020	CD10+	052858A2 kidney | 020 | CD10+	False	False		36436.83052	156	18796	21810	11598643	10914265	285287	11534900	11452233	97.38610891		0.9917	0.9913	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary filtration membrane	d5340101-2033-4b2a-bf54-b070c42981e0	3e013c5f-73b6-406c-bbb2-030838ddc3d3	27998.55664	50030.67969	2384	7752	17.5043428	17.5043428
hu_kidney_001	052858A2 kidney	021	Geometric Segment	052858A2 kidney | 021 | Geometric Segment	False	False		52868.60165	325	20175	23437	11972551	11297246	224617	11919262	11821010	98.01175437		0.9911	0.9905	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary glomerulus	ebefd2f5-2511-4f08-938f-02e724f27242	9fd4185d-5b75-48d3-a9eb-81df8ab986db	27998.55664	50030.67969	2384	7752	15.15458966	15.15458966
hu_kidney_001	052858A2 kidney	022	Geometric Segment	052858A2 kidney | 022 | Geometric Segment	False	False		71645.37806	392	17405	14853	17459819	16458117	484681	17385722	17251420	97.05506408		0.9906	0.9909	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary glomerulus	3b16c2d6-b205-461c-ad91-1125ba1d3368	6eeaf8b1-6308-4205-971a-cd474b7f3f7d	27998.55664	50030.67969	2384	7752	25.24349188	25.24349188
hu_kidney_001	052858A2 kidney	023	CD10+	052858A2 kidney | 023 | CD10+	False	False		25204.10538	109	6932	42592	10373275	9783768	264429	10320827	10236222	97.29726829		0.9904	0.9897	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary filtration membrane	c90a6131-dc1b-4701-ba61-28233391e768	e027c9f5-6ae7-44ea-8b88-72c554654775	27998.55664	50030.67969	2384	7752	18.36565794	18.36565794
hu_kidney_001	052858A2 kidney	024	Geometric Segment	052858A2 kidney | 024 | Geometric Segment	False	False		50777.95469	327	20110	35442	11562096	10854242	306121	11505552	11387221	97.17971094		0.991	0.9907	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary glomerulus	6e45bd99-96c2-4913-96c6-420e361667a1	4fecf337-848a-4c8e-bf03-5c8e1160a917	27998.55664	50030.67969	2384	7752	17.02142313	17.02142313
hu_kidney_001	052858A2 kidney	025	CD10+	052858A2 kidney | 025 | CD10+	False	False		33054.15163	173	22383	33147	7520049	6913542	186963	7483588	7419809	97.29569879		0.9912	0.9904	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary filtration membrane	d75d9bc4-a681-43aa-843e-0c153015a833	f928e938-082e-4d10-a74d-517f3c6219ea	27998.55664	50030.67969	2384	7752	13.78768458	13.78768458
hu_kidney_001	052858A2 kidney	026	CD10+	052858A2 kidney | 026 | CD10+	False	False		40518.19796	249	19649	25297	10651724	10003788	238808	10601841	10507076	97.61282426		0.9907	0.9902	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary filtration membrane	44538e11-abea-4b60-aa2a-39c901fdaee0	8e9e08d0-e74e-46a9-82b3-eb4e7aa55220	27998.55664	50030.67969	2384	7752	14.87323426	14.87323426
hu_kidney_001	052858A2 kidney	027	CD10+	052858A2 kidney | 027 | CD10+	False	False		42584.93906	206	18419	18916	19012643	17938415	422788	18919892	18757612	97.64311395		0.9911	0.9903	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary filtration membrane	c7139af1-3f90-43f0-b1ff-e31fc812082b	fbd7a5a3-a3eb-4295-a6c8-6a977b769ef5	27998.55664	50030.67969	2384	7752	22.59138107	22.59138107
hu_kidney_001	052858A2 kidney	028	Geometric Segment	052858A2 kidney | 028 | Geometric Segment	False	False		23640.82164	113	10619	40266	7663975	7227363	163417	7631113	7571537	97.73891252		0.991	0.9905	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary glomerulus	451494ba-82a6-4a70-9b3f-db8adf249519	5ad77ae2-2089-4cb1-b4ef-d3ffbedf02ed	27998.55664	50030.67969	2384	7752	11.30992748	11.30992748
hu_kidney_001	052858A2 kidney	029	Geometric Segment	052858A2 kidney | 029 | Geometric Segment	False	False		32666.71736	179	6482	40414	4729737	4263814	107201	4572425	4496051	97.48579558		0.9908	0.9902	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary glomerulus	ed080c33-f221-48f2-9307-15dacc6c496e	7f469394-e2ca-4046-9c8f-3db0f0b4ba27	27998.55664	50030.67969	2384	7752	7.377228223	7.377228223
hu_kidney_001	052858A2 kidney	030	Geometric Segment	052858A2 kidney | 030 | Geometric Segment	False	False		29578.08051	160	5257	39912	2704205	2541895	104116	2691141	2668749	95.90400076		0.9909	0.9903	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary glomerulus	32dc0ad0-e20c-4ccd-a45f-f8b71ca7932d	441f20bf-91cb-4e84-a9c8-d994312b6267	27998.55664	50030.67969	2384	7752	7.160717538	7.160717538
hu_kidney_001	052858A2 kidney	031	Geometric Segment	052858A2 kidney | 031 | Geometric Segment	False	False		32020.6217	173	16654	38311	3294321	3091871	117855	3279031	3251961	96.18823036		0.9908	0.9903	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary glomerulus	bac614e7-a020-41d5-8772-543a56eddcd9	e121a7de-0ad2-4de4-a902-4e93e066b19b	27998.55664	50030.67969	2384	7752	8.24239511	8.24239511
hu_kidney_001	052858A2 kidney	032	Geometric Segment	052858A2 kidney | 032 | Geometric Segment	False	False		44189.1815	256	20360	36848	3657837	3425634	194743	3631595	3591314	94.31512532		0.9907	0.9907	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary glomerulus	1c7a55d6-e44f-4272-a267-d3d7fe5c81d2	afed5e66-7e2f-41d0-a79a-2eeacc2bec2e	27998.55664	50030.67969	2384	7752	12.74201829	12.74201829
hu_kidney_001	052858A2 kidney	033	Geometric Segment	052858A2 kidney | 033 | Geometric Segment	False	False		45775.89298	249	17592	22631	3846386	3628542	184867	3828631	3799665	94.90519884		0.991	0.9902	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary glomerulus	33e55ab4-ed61-4010-a724-f6cf51687289	c341dc75-217b-491c-a8c9-55293e139dc7	27998.55664	50030.67969	2384	7752	12.70017433	12.70017433
hu_kidney_001	052858A2 kidney	034	Geometric Segment	052858A2 kidney | 034 | Geometric Segment	False	False		33220.21765	186	17998	20714	2270862	2138783	123477	2259740	2239605	94.22676354		0.9909	0.9902	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary glomerulus	d03d331b-c0b2-4bf8-87d8-f1d9cb07fe5c	3ded754b-b644-4b13-98b2-c955dd1a0a2c	27998.55664	50030.67969	2384	7752	8.860881485	8.860881485
hu_kidney_001	052858A2 kidney	035	Geometric Segment	052858A2 kidney | 035 | Geometric Segment	False	False		19515.46743	120	15352	19533	1809536	1672399	139663	1777937	1751609	91.64894263		0.991	0.99	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary glomerulus	d51f10be-d5ba-4669-aeb1-64589b6ef033	650b8760-8435-44bc-aaac-06d5cd0596a6	27998.55664	50030.67969	2384	7752	10.41343896	10.41343896
hu_kidney_001	052858A2 kidney	036	Geometric Segment	052858A2 kidney | 036 | Geometric Segment	False	False		56927.01946	301	11209	43248	5763986	5428844	360707	5737525	5685478	93.35573098		0.9909	0.9902	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Juxtamedullary glomerulus	41748133-5f5e-48ce-8a46-b861f5c42430	725f534e-8055-48a4-ba15-9af0be1ce5c7	27998.55664	50030.67969	2384	7752	21.00785519	21.00785519
hu_kidney_001	052858A2 kidney	037	Geometric Segment	052858A2 kidney | 037 | Geometric Segment	False	False		428109.4504	1805	17306.33398	40233.23828	65398902	60283611	1331269	65083373	64506046	97.79165684		0.9908	0.9902	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Proximal convoluted tubule	81a151b3-5c79-419c-84ef-fac3be319151	df473f77-78fa-4f9e-9eef-bf2b84c3b270	27998.55664	50030.67969	2384	7752	68.42681425	68.42681425
hu_kidney_001	052858A2 kidney	038	Geometric Segment	052858A2 kidney | 038 | Geometric Segment	False	False		308583.3483	1071	18649	42793	31569981	29202466	779980	31408243	31131761	97.32906118		0.9908	0.9901	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Proximal convoluted tubule	1bba258a-7ab7-4bd6-9b18-4b7f7753cd0b	fcb61a96-d3fd-4ba6-9642-e7e71d354473	27998.55664	50030.67969	2384	7752	44.01146824	44.01146824
hu_kidney_001	052858A2 kidney	039	Geometric Segment	052858A2 kidney | 039 | Geometric Segment	False	False		219156.6337	843	16782	43300	41722143	36305799	1416113	39091618	38742630	96.09948537		0.9913	0.9892	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Proximal convoluted tubule	72828ca2-93fc-4bfe-8191-0f4e78e4646a	3e0f53f5-1a51-4a9e-810b-e7ba24448fb3	27998.55664	50030.67969	2384	7752	73.85439044	73.85439044
hu_kidney_001	052858A2 kidney	040	Geometric Segment	052858A2 kidney | 040 | Geometric Segment	False	False		285607.9063	881	21063	12979	82361480	76207368	1808947	81981810	81244556	97.62628333		0.9908	0.9906	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Proximal convoluted tubule	6ae1e6a0-2f5e-450b-8496-78fce8808891	2053d3d5-c965-475b-bbc2-c22b4ddd4fa5	27998.55664	50030.67969	2384	7752	88.0454571	88.0454571
hu_kidney_001	052858A2 kidney	041	Geometric Segment	052858A2 kidney | 041 | Geometric Segment	False	False		180416.7128	550	20593	14595	30048196	27877159	625808	29918477	29683201	97.75512275		0.991	0.9903	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Proximal convoluted tubule	8b72782f-c089-44d5-82f6-e9d8edd54566	4e0e2f53-525e-47ef-a12b-7b4faa4ad46b	27998.55664	50030.67969	2384	7752	33.8013354	33.8013354
hu_kidney_001	052858A2 kidney	042	Geometric Segment	052858A2 kidney | 042 | Geometric Segment	False	False		138755.6555	433	23468	15391	24879776	22952347	477562	24718238	24513038	97.91933261		0.9907	0.99	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Proximal convoluted tubule	afb468d4-b6f9-4705-9ec7-00418afe57bd	f66d21c6-db39-41fb-a19d-f84bfee00361	27998.55664	50030.67969	2384	7752	26.01763683	26.01763683
hu_kidney_001	052858A2 kidney	043	PanCK+	052858A2 kidney | 043 | PanCK+	False	True		47764.70098	431	21243	10523	6832083	6453858	375027	6801788	6751905	94.18910363		0.991	0.9907	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Distal convoluted tubule	5167468b-7dfd-4a58-8ebb-e4c6de3631c0	88001931-d4c1-4f81-b33a-e2a98380af1b	27998.55664	50030.67969	2384	7752	15.785436	15.785436
hu_kidney_001	052858A2 kidney	044	PanCK+	052858A2 kidney | 044 | PanCK+	False	True		62882.60616	526	27190.16016	32208.08594	8011125	7579012	519277	7973238	7914656	93.1484869		0.9908	0.9902	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Distal convoluted tubule	e51ca97a-f929-4574-bff2-7102be4713c5	74ec3fb9-ea8d-4490-9a71-597bbbad68bf	27998.55664	50030.67969	2384	7752	21.17080399	21.17080399
hu_kidney_001	052858A2 kidney	045	PanCK+	052858A2 kidney | 045 | PanCK+	False	True		84516.92946	803	27908.96484	29119.44141	58202975	55103358	1358310	57922289	57444805	97.53497781		0.9905	0.9902	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Distal convoluted tubule	4c9ef866-6824-438c-8a71-fc7e2d53e199	8622abaf-a307-471d-93df-bb487d05b3ec	27998.55664	50030.67969	2384	7752	38.78222803	38.78222803
hu_kidney_001	052858A2 kidney	046	PanCK+	052858A2 kidney | 046 | PanCK+	False	True		91575.21369	823	21749.88672	19472.33984	24341970	22993366	527895	24234920	24042513	97.70414214		0.9909	0.99	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Distal convoluted tubule	47ec40ac-9c23-4067-b72e-66537845dfca	e7371094-83c7-4906-a3f2-c9eb71ec665f	27998.55664	50030.67969	2384	7752	20.12224699	20.12224699
hu_kidney_001	052858A2 kidney	047	PanCK+	052858A2 kidney | 047 | PanCK+	False	True		70272.7037	609	22428.17773	25013.04297	11670605	10988738	693208	11618737	11531366	93.69165049		0.9909	0.9902	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Distal convoluted tubule	79ff3952-98d6-4f6f-8e46-ab7dfb2d278c	8faaf76d-21e4-4420-9255-59f89c100c19	27998.55664	50030.67969	2384	7752	29.21211865	29.21211865
hu_kidney_001	052858A2 kidney	048	PanCK+	052858A2 kidney | 048 | PanCK+	False	True		63108.11808	531	26584.99414	40255.90234	11927059	11289157	743446	11867148	11770746	93.4145127		0.9907	0.9902	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Distal convoluted tubule	7ee34bc0-46c9-42f1-b9fd-7d331202b4fa	5498a3c3-dccf-45c8-bccf-ce56f3ce797d	27998.55664	50030.67969	2384	7752	26.8200125	26.8200125
hu_kidney_001	052858A2 kidney	049	PanCK+	052858A2 kidney | 049 | PanCK+	False	True		69994.43951	605	4875.396973	29559.11328	10211082	9608966	705876	10163790	10082719	92.65398587		0.9906	0.99	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Loop of Henle	89f3d5ed-bbf8-4939-b5e7-3664777a45ab	2ef41139-81b6-4aa8-b661-64ba3ca1be79	27998.55664	50030.67969	2384	7752	29.74184085	29.74184085
hu_kidney_001	052858A2 kidney	050	PanCK+	052858A2 kidney | 050 | PanCK+	False	True		74410.64833	584	5312.818359	31624.17188	5598192	5234311	318670	5567254	5511831	93.91190168		0.9909	0.9902	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Loop of Henle	fc69519c-89f5-4ed8-9776-a25a8179d105	980c0081-c138-4741-8b50-d85722ed9da4	27998.55664	50030.67969	2384	7752	17.9861632	17.9861632
hu_kidney_001	052858A2 kidney	051	PanCK+	052858A2 kidney | 051 | PanCK+	False	True		59591.56638	539	5641.774414	26938.92383	5858082	5542253	392936	5830547	5782911	92.9101757		0.9905	0.9901	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Loop of Henle	9dae4aec-fdb7-44e4-acf7-e7daff0aa692	0f32f2c5-fad3-4a01-bb22-0986d97d0ba0	27998.55664	50030.67969	2384	7752	16.63367563	16.63367563
hu_kidney_001	052858A2 kidney	052	PanCK+	052858A2 kidney | 052 | PanCK+	False	True		52338.36972	511	7396.575195	17003.01172	6782335	6402717	408740	6730145	6671938	93.61614764		0.9907	0.99	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Loop of Henle	f6c2f9a0-3a08-4795-8975-0674ac9674db	9e3283ab-673c-4439-9687-96d351f33edb	27998.55664	50030.67969	2384	7752	15.80672598	15.80672598
hu_kidney_001	052858A2 kidney	053	PanCK+	052858A2 kidney | 053 | PanCK+	False	True		48308.00145	433	4584.456055	20115.94141	8586306	8133634	496459	8548633	8483432	93.89622154		0.9915	0.9909	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Loop of Henle	51b160c3-be7a-4da0-8c11-932fe98815c6	ba0693c8-3731-42d9-a28c-d963d5367e1d	27998.55664	50030.67969	2384	7752	18.67972704	18.67972704
hu_kidney_001	052858A2 kidney	054	PanCK+	052858A2 kidney | 054 | PanCK+	False	True		68678.02361	596	7311.902832	32418.91797	9146271	8603819	490892	9103361	9033676	94.29448713		0.991	0.9905	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Loop of Henle	d634b0b5-baf1-46c3-86dd-58eb109a7fb7	a05ace6b-33bf-4d1b-97fa-a11d46017e2f	27998.55664	50030.67969	2384	7752	20.45633551	20.45633551
hu_kidney_001	052858A2 kidney	055	PanCK+	052858A2 kidney | 055 | PanCK+	False	True		82340.22141	616	14979.63086	34301.1875	39552968	37206956	795407	39388796	39099751	97.86220888		0.9917	0.991	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Collecting duct	0706f9cc-3a6a-4a16-8e1d-be80fb76dcec	e7e97134-0f99-45f4-8999-7c3f98aa0e0d	27998.55664	50030.67969	2384	7752	31.63841988	31.63841988
hu_kidney_001	052858A2 kidney	056	PanCK+	052858A2 kidney | 056 | PanCK+	False	True		94554.99919	780	14009.23438	25684.08594	52838962	49846368	976320	52612249	52190856	98.04134175		0.9911	0.9903	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Collecting duct	20637c87-b31d-47c9-8e16-59e6d0451f59	212a6af8-1a04-42f0-b8bd-7dfa4c0eb7e0	27998.55664	50030.67969	2384	7752	31.49356398	31.49356398
hu_kidney_001	052858A2 kidney	057	PanCK+	052858A2 kidney | 057 | PanCK+	False	True		103023.729	786	5681.730957	34546.71484	30118237	27537456	658429	29360280	29106276	97.6089694		0.9906	0.9897	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Collecting duct	f75e142e-c63d-45a9-9b89-18d94750980e	69a11755-7ab0-4d31-9a13-a92dc6c225d6	27998.55664	50030.67969	2384	7752	28.84762827	28.84762827
hu_kidney_001	052858A2 kidney	058	PanCK+	052858A2 kidney | 058 | PanCK+	False	True		105963.6715	772	15193.03809	31978.75	27334285	25481237	653113	27056245	26822805	97.4368866		0.9911	0.9907	"""GeoMx_NGS_Pipeline_ 2.0.0"""		NA	Collecting duct	15fa90e8-2dbd-47cd-9ba6-96497d7e5514	d4457159-3fb6-4053-b269-b9beefe18390	27998.55664	50030.67969	2384	7752	26.31110117	26.31110117
